Paper ID,Title,Sim1,Sim2
7CF86ACC,"Finding cyclic redundancy check polynomials for multilevel systems",0.116666666667,0.107852147852
80D4F68F,"Initialization of ZigBee Communication Module and Information Processing",0.166666666667,0.135404040404
7C3AEA5E,"DCT-Based Speech Enhancement Using a New Speech Variance Estimation",0.171428571429,0.158531746032
050E296A,"Preference Query Processing In P2P Systems",0.117469336219,0.102672327672
762192B2,"Crop classification using feature extraction from satellite imagery",0.158333333333,0.129696969697
75BCD770,"A 4D nth-order Walsh orthogonal transform algorithm used for color image coding",0.366666666667,0.315555555556
641AE8FA,"DCT 질감 블록 계수를 이용한 강인한 블라인드 워터마킹",0,0
19EC509D,"A Super-Resolution Method Based on the Discrete Cosine Transform (Special Section of Papers Selected from JTC-CSCC'95)",0.123232323232,0.128114478114
5F7A493E,"Electrical Insulation News in Asia",0.116666666667,0.0892773892774
7CA22D55,"Order-disorder phase transitions at surfaces",0.111219336219,0.10873015873
80FB9E0B,"A Fast Alternating Direction Method for TVL1-L2 Signal Reconstruction From Partial Fourier Data",0.123232323232,0.0956196581197
7580F6FC,"Viscous timescale in high mass X-ray binaries",0.123232323232,0.0912698412698
7DB900B2,"Optimization of thinned arrays using stochastic Immunity Genetic Algorithm",0.358441558442,0.307222222222
7BCFEA89,"A high speed intelligent classification algorithm for fractal image compression using DCT coefficients",0.591666666667,0.381240981241
12FF0100,"Hologram Compression Technique using Motion Compensated Temporal Filtering",0.350505050505,0.304444444444
83A6E5F0,"WEP Security Analysis and Enhancement Techniques",0.116883116883,0.114691558442
7D28A26B,"Enhanced image/video compression using diagonal divide",0.350505050505,0.350505050505
765540DB,"A complete non predictive video compression scheme based on a 3D to 2D geometric transform",0.350505050505,0.350505050505
7BF314BF,"Vision-based hand gesture spotting and recognition",0.108946608947,0.107548701299
5F5312A1,"A VLSI 128-channel data link control",0.10101010101,0.103703703704
80C5B84F,"Fast wave-front reconstruction by solving the Sylvester equation with the alternating direction implicit method",0.123232323232,0.115934990935
7E489EB7,"Block-based rateless coding for energy-efficient video streaming over bluetooth",0.104482323232,0.104344729345
7BECA538,"The CRC 20 years: An overview of some of the major achievements and remaining challenges",0.163492063492,0.129696969697
026FAC9C,"A New Algorithm for Extracting Fetal ECG from Multi-Channel ECG using Singular Value Decomposition in a Discrete Cosine Transform Domain",0.358441558442,0.210942760943
8313F6DF,"Analysis of fixed point roundoff effects in transform domain LMS adaptive filters",0.144155844156,0.0958874458874
7DB3D296,"A novel HARQ and AMC scheme using space-time block coding and turbo codes for wireless packet data transmission",0.158333333333,0.122601010101
04350F12,"Image Hiding Using Magnitude Modulation on the DCT Coefficients",0.123232323232,0.137070707071
845B0949,"Notice of Violation of IEEE Publication Principles A DCT approximation with low complexity for image compression",0.3625,0.226875901876
79550E98,"A New Approach for Optimal Multiple Watermarks Injection",0.133333333333,0.111111111111
7AB65BF5,"Energy Efficient VLSI Based DCT Architecture with Accurate Error Compensation",0.363492063492,0.283956043956
76A5783E,"Interpretation of eight-point discrete cosine and sine transforms as 3×3 orthogonal edge masks in terms of the Frei–Chen masks",0.123232323232,0.0883148597434
7F8D6D07,"An analysis of MoO 3 -WO 3 based gas sensors for monitoring applications",0.158333333333,0.127248677249
7BF6CB94,"Analysis of the Solenoid Driving Technique for DCT",0.114989177489,0.114285714286
5F56E8C7,"Soft-length symbol protocol for wireless",0.10101010101,0.0881734006734
7BCBDA7A,"Error correction on an insertion/deletion channel applying codes from RFID standards",0.363492063492,0.285648148148
7A9F2BFC,"Efficiency of BCH codes in digital image watermarking",0.123232323232,0.107407407407
86130BD1,"분할영역의 3차원 스캐닝을 이용한 홀로그래픽 비디오 신호의 효율적인 부호화 기술",0,0
7D351A81,"Colour and Texture Based Gastrointestinal Tissue Discrimination",0.150694444444,0.128181818182
7D7D0810,"Image encryption method for depth + texture video contents",0.121933621934,0.108286951144
7C871252,"Hybrid ARQ with Incremental Redundant Index Assignments for Iterative Source-Channel Decoding",0.144155844156,0.111255411255
77C825BD,"Designing Optimal Multiresolution Quantizers with Error Detecting Codes",0.563492063492,0.563492063492
60D3BD86,"A low power unified cache architecture providing power and performance flexibility",0.14126984127,0.107742604618
7C01B90D,"Prediction-Compensated Polyphase Multiple Description Image Coding With Adaptive Redundancy Control",0.123232323232,0.105404040404
608F2D15,"MRI Images Compression Using Curvelets Transforms",0.135227272727,0.14537037037
6B3F3618,"An adaptive object-based reconstruction of intermediate views from stereoscopic images",0.123232323232,0.101851851852
76F13C5C,"LLM Integer Cosine Transform and its Fast Algorithm",0.333441558442,0.278566433566
61AC2D9B,"Multimedia broadcasting to mobile, portable and fixed receivers using the Eureka 147 Digital Audio Broadcasting system",0.147916666667,0.122479777167
814B052E,"A programmable processor with multiple functional units and banked registers for general purpose numerical processing",0.123232323232,0.0977777777778
25AD314E,"ROLE OF CRC IN THE REGULATION OF ALGINATE IN PSEUDOMONAS AERUGINOSA",0.116883116883,0.1056998557
7BBC879C,"PALB2 germline mutations in familial breast cancer cases with personal and family history of pancreatic cancer",0.164583333333,0.0898669957493
59A874FD,"Evolutionary methods applied to binocular disparity estimation",0.123232323232,0.121338383838
7DC8F951,"An objective index that substitutes for subjective quality of vibrotactile material-like textures",0.13125,0.120643939394
7EEF2221,"Robust Watermarking of Image in the Transform Domain Using Edge Detection",0.123232323232,0.11468975469
810225BE,"Comparison of Two Forward Error Correction Approaches for Packet Protection in HDTV with Variable Bit Rate Transmission",0.377777777778,0.21227124183
76745FAA,"A joint watermarking and encryption scheme for DCT based codecs",0.144155844156,0.144588744589
75CEA390,"Accuracy of estimates of herbage intake of lactating cows using alkanes: comparison of two types of capsules",0.135227272727,0.0946632473806
7EC2BCE8,"How acceptable is letterbox for viewing widescreen pictures?",0.0991071428571,0.132142857143
84D0E375,"Robust Watermarking by Embedding Watermark in Sorted Mid-frequency Coefficients of Column Transform using DKT-DCT Wavelet",0.1375,0.117929292929
7A169441,"Antiinflammatory and anticarcinogenic effects of dietary fibre",0.111188811189,0.0909090909091
808C3BD9,"Parathyroid hormone (PTH) regulates the sodium chloride cotransporter via Ras guanyl releasing protein 1 (Ras-GRP1) and extracellular signal-regulated kinase (ERK)1/2 mitogen-activated protein kinase (MAPK) pathway",0.106547619048,0.0916857448107
7F9599C6,"Embedded image compression using DCT based subband decomposition and SLCCA data organization",0.350505050505,0.240625
5F258FC1,"About new Inverse Formulas of the Transformation of Laplace",0.163492063492,0.122610722611
7EC9B8D7,"Detection of slide transition for topic indexing",0.121933621934,0.113650793651
7E0E9B02,"Error control for still image transmission over a fading channel",0.363492063492,0.308888888889
26EC1715,"Digital Hologram Compression Technique using Multi-View Prediction based on Image Accumulation",0.350505050505,0.232449494949
809CFCAD,"Feature selection for gait recognition",0.138492063492,0.120454545455
71B266A9,"A comparison of indoor radio propagation characteristics at 910 MHz and 1.75 GHz",0.139691558442,0.103544372294
7E98F6D7,"Forecast of driving load of hybrid electric vehicles by using discrete cosine transform and Support Vector Machine",0.177777777778,0.110671427338
78269A5F,"Digital hologram compression technique by eliminating spatial correlations based on MCTF",0.350505050505,0.270105820106
812D3BE8,"JPEG Decoding in an Electronic Voting Machine",0.147916666667,0.112698412698
79BE4F79,"Major Coefficients Recovery: A Compressed Data Gathering Scheme for Wireless Sensor Network",0.136219336219,0.0989921536797
787E151F,"Data compression of EEG signals for artificial neural network classification",0.383333333333,0.268981481481
7FF85372,"Adaptive texture and color feature based color image compression",0.350505050505,0.243145743146
7C7C5DB2,"Research of face image recognition based on probabilistic neural networks",0.144155844156,0.122151922152
78C2788B,"Fourier cosine transforms whose real parts are non-negative in a strip",0.111188811189,0.113311688312
76FDCDDA,"Saliency region extraction for MPEG video method based on visual selective attention",0.128282828283,0.113699494949
80137F86,"An efficient design for one dimensional discrete cosine transform using parallel adders",0.144155844156,0.127672327672
7F1A778C,"Fisher information decision directed discrete optimisation",0.147916666667,0.119925213675
7658B967,"Low-complexity video watermarking scheme resisting geometric distortions",0.147916666667,0.119949494949
06634762,"Development of Digital Watermark Inserting and Detecting System for MPEG-2 Codec",0.133333333333,0.102564102564
7D7D3D4F,"Instrument sound separation in songs",0.10101010101,0.0933621933622
760AD842,"A fast discrete transform architecture for Frequency Domain Motion Estimation",0.123232323232,0.0913564213564
8069639B,"Video Steganalysis Based on the Expanded Markov and Joint Distribution on the Transform Domains Detecting MSU StegoVideo",0.323232323232,0.268376068376
7DA9E1D1,"A low-power digital signal processor core by minimizing inter-data switching activities",0.20625,0.144642857143
7D26715E,"Design and performance evaluation of a variable bit-rate (VBR) video compression algorithm for ATM networks",0.6,0.349855699856
5AFAAA29,"디지털 영상 감시 시스템의 영상 데이터 암호화",0,0
792ABDDB,"Low-power arithmetic unit for DSP applications",0.158333333333,0.138888888889
7FD03505,"DCT-based real discrete Gabor transform implemented by unified parallel lattice structures",0.123232323232,0.109508547009
7DE3F916,"Parallel program design for JPEG compression encoding",0.371428571429,0.349206349206
7DF3009D,"Three-dimensional multiresolution video compression strategy for using human visual characteristics",0.350505050505,0.298585858586
0B065BDE,"Region of Interest Image Indexing System by DCT and Entropy",0.10101010101,0.0911292411292
5D33FCA6,"An improved distortion model for rate control of DCT-based video coding",0.175,0.124410774411
805673F1,"Some new results in hybrid acousto-optic processing",0.116666666667,0.0954545454545
590715C9,"Carrier recovery cirquit using a set of coupling oscillators",0.136219336219,0.123776455026
5D83E5EC,"Artificial Neural Network (ANN) Based Object Recognition Using Multiple Feature Sets",0.123232323232,0.134006734007
7A128A88,"Effect of demons registration on biomedical content watermarking",0.136219336219,0.107052669553
80829BB8,"Thresholded Interference Cancellation Algorithm for the LTE Uplink Multiuser MIMO",0.327672327672,0.39880952381
7ABC53AB,"14-3-3 Proteins fine-tune plant nutrient metabolism",0.0889665889666,0.0825424575425
797D9F74,"HARDWARE DESIGN AND IMPLEMENTATION OF FIXED‐WIDTH STANDARD AND TRUNCATED 4×4, 6×6, 8×8and 12×12‐BIT MULTIPLIERS USING FPGA",0.146428571429,0.130158730159
631EE8ED,"Adaptive digital image watermarking using variable size of blocks in frequency domain",0.123232323232,0.114225589226
767D3BD5,"New schemes for progressive transmission of digital images",0.147916666667,0.122895622896
78F0956B,"Detail-preserving noise filtering using binary index",0.149206349206,0.139691558442
0B04293F,"Checksum and Cyclic Redundancy Check Mechanism",0.111188811189,0.084145021645
7DA908C5,"On the passivity of the two-conductor transmission line",0.122916666667,0.122222222222
7D623FF8,"A new subband coding technique using (JPEG) discrete cosine transform for image compression",0.383333333333,0.278114478114
5C7C2ED7,"Combination of discrete cosine transform with neural network in fault diagnosis for rotating machinery",0.363492063492,0.237930323645
7F1E7ADF,"Research and application of RFID technology in production line data collection",0.166666666667,0.14835600907
773714F7,"Digital Image Steganography Based on Assignment Algorithm and Combination of DCT-IWT",0.366666666667,0.288624338624
61064BD8,"Improved Chen-Smith image coder",0.114898989899,0.12037037037
815B36AD,"myo-Inositol catabolism and catabolite regulation in Rhizobium leguminosarum bv. viciae",0.0889665889666,0.0883838383838
7C0D448F,"A moving mode-III crack in functionally graded piezoelectric material: permeable problem",0.116666666667,0.12341991342
7D859E2D,"Improved error recovery in an X.25 packet receiver",0.127886002886,0.120783730159
5A657D43,"A commentary on the United Nations Convention on the Rights of the Child, article 7: the right to birth registration, name and nationality, and the right to know and be cared for by parents / Ineta Ziemele",0.136219336219,0.11176497114
7D3036E3,"The Design of Automotive Burglar-Proof Based on Human Face Recognition",0.144155844156,0.127672327672
0C57CF17,"An Efficient Text Segmentation Technique Based on Naive Bayes Classifier",0.116666666667,0.104681429681
81160D76,"Mutual information based non-rigidmouse registration using a scale-space approach",0.139691558442,0.155793650794
7C2149FF,"A Multi-CRC Selective HARQ scheme for MIMO systems",0.111188811189,0.0839160839161
7DE089EF,"A cross-layer goodput enhancement considering CRC coding and ARQ dynamics",0.139583333333,0.122023809524
5C3ACE86,"A complete text-to-speech synthesis system in Tamil",0.106547619048,0.075641025641
7E4A66E6,"Enhancing Bluetooth data throughput using a mode/packet switching scheme based on ARQN statistics",0.123232323232,0.124947274947
80AA13F7,"Comments on "A tabulation of Hilbert transforms for electrical engineers"",0.116666666667,0.091958041958
809A3F36,"ECG data compression using the discrete cosine transform (DCT)",0.350505050505,0.300404040404
3D59546C,"A Spatially-filtered Finite-difference Time-domain Method with Controllable Stability Beyond the Courant Limit",0.123232323232,0.0951178451178
7B2B9618,"An Evaluation of Shape Descriptors for Image Retrieval in Human Pose Estimation",0.163492063492,0.109463684464
7D5AF018,"A Robust Audio Sonic Watermarking Algorithm Oriented Air Channel",0.366666666667,0.300793650794
641D31B4,"Space-color quantization of multispectral images in hierarchy of scales",0.0982323232323,0.103282828283
7D4539EA,"Blur detection in image sequences recorded by a wearable camera",0.123232323232,0.1007996633
5968A546,"Multitransform/multidimensional signal representation",0.1125,0.125
812F7124,"Scalable video coding based on frequency spectrum in AVS",0.123232323232,0.119907407407
7E143280,"Image coding using weighted cosine transform",0.123232323232,0.131755050505
757338F5,"An Asymmetric Watermarking Method in the DCT Domain Based on RC4-Permutation and Chaotic Map",0.123232323232,0.118362193362
7F06B335,"Exposing video forgeries by detecting MPEG double compression",0.555555555556,0.40162037037
071A31F7,"Design and implementation of a security-enhanced baseband system for UHF RFID tag",0.119155844156,0.111492673993
70E4E0A4,"HSI 채널 분석을 이용한 DCT 기반 칼라 영상의 워터마킹",0,0
75DEC306,"A Study Based on Image Compression Technology Using Wavelet Transform",0.371428571429,0.271995464853
77A48939,"A FDCT-based Asymmetric Watermarking Scheme",0.111188811189,0.0909090909091
7D57DEF4,"An optimized architecture to perform image compression and encryption simultaneously using modified DCT algorithm",0.585714285714,0.361507936508
815A75C9,"Two-dimensional transform domain decimation techniques",0.121338383838,0.100673400673
811F75D8,"Optimum transform coding of imagery",0.158333333333,0.133333333333
7D5CDB21,"Utilizing Autoregressive Truncated Singular Value Decomposition algorithm for obtaining more efficiently Compressed Images",0.358441558442,0.239186507937
7B3910DD,"Region-based Image Segmentation by Watershed Partition and DCT Energy Compaction",0.325505050505,0.269658119658
748AD2E7,"Spectral analysis of respiratory sounds in healthy and pathological subjects",0.144155844156,0.117989417989
67770ABF,"The MGAP-2: an advanced, massively parallel VLSI signal processor",0.13125,0.104166666667
76B05D08,"DCT-based unique faces for face recognition using Mahalanobis distance",0.111188811189,0.12031968032
173E2EC3,"Short Communication: A pixel-wise directional intra prediction method",0.185416666667,0.150673400673
60F45EC7,"Image Compression Aboard the LASCO-EIT/SOHO Coronagraphs",0.323232323232,0.555555555556
7C8580C7,"Book/Software Reviews",0.0804195804196,0.0909090909091
