Paper ID,Title,Journal,Sim1,Sim2
7632557C,"-Quality of service provision under channel fading","Information not present",0.104681776557,0.139384920635
812468B5,"-Array-transmission based physical-layer security techniques for wireless sensor networks","Information not present",0.138699494949,0.161447811448
7EB532DA,"-On bandwidth request mechanism with piggyback in fixed IEEE 802.16 networks","IEEE Transactions on Wireless Communications",0.108143939394,0.104848484848
80C621E2,"-Robust multimedia transmission over wireless and mobile networks","International Conference on Wireless Information Networks and Systems",0.135470779221,0.152777777778
0304E788,"-A Framework for Activity Recognition and Detection of Unusual Activities","Information not present",0.142518939394,0.176515151515
8070728B,"-Physical-Layer p-Cycles Adapted for Router-Level Node Protection: A Multi-Layer Design and Operation Strategy","IEEE Journal on Selected Areas in Communications",0.120846861472,0.142142857143
816AA0C2,"-Internetworking ATM with DAMA-controlled satcom","Information not present",0.0803883616384,0.0909090909091
5EC39206,"-Wireless LANs; Protocols, Security and Deployment","Information not present",0.116014194139,0.128787878788
5E6647C8,"-Effect of realistic physical layer on energy efficient broadcast protocols for wireless ad hoc networks","Next Generation Teletraffic and Wired/Wireless Advanced Networking",0.239741161616,0.251875901876
81719D53,"-An Improved Key Management of ZigBee Protocol","Information not present",0.106544497169,0.125541125541
7C911B5E,"-Delay minimization in multiple access channels","International Symposium on Information Theory",0.215659340659,0.408333333333
80D44004,"-Analysis of a physical layer wireless communication system implementation on an SDR baseband processor","Information not present",0.26865530303,0.326388888889
126E19EB,"-Saluting Innovation @ Sproutling - Viewpoints on Innovation","Information not present",0.132196969697,0.203703703704
7611E4BD,"-Cognitive approaches in Wireless Sensor Networks: A survey","Information not present",0.148169191919,0.197222222222
7CD2777B,"-Hybrid noncoherent network coding","Information not present",0.0972853535354,0.111111111111
80744BF2,"-First MCM-D modules for the b-physics layer of the ATLAS pixel detector","Focus on Surfactants",0.240877525253,0.364583333333
7FE1B465,"-Fabric convergence implications on systems architecture","High-Performance Computer Architecture",0.161616161616,0.20625
7FBC6CF6,"-The AT&T GIS WaveLAN air interface and protocol stack","Personal, Indoor and Mobile Radio Communications",0.0945901320901,0.0970707070707
09B7C585,"-CMS ECAL Off-detector Electronics","Information not present",0.0687712104072,0.0833333333333
8175E81D,"-TETRA radio terminal design: technical challenges of the physical layer","Information not present",0.244486416361,0.373214285714
593BB9F9,"-Apple tree system research","Information not present",0.171321733822,0.333333333333
813D352B,"-Experimental evaluation of optimal CSMA","International Conference on Computer Communications",0.108776640027,0.142857142857
7DBD2238,"-DMT performance improvement based on clustering modulation, applications to ADSL","International Conference on Communications",0.218895687646,0.275462962963
812A3F11,"-Adaptive ACK schemes of the IEEE 802.15.3 MAC for the ultra-wideband system","Consumer Communications and Networking Conference",0.145189879565,0.189814814815
7FA172F5,"-Link-oriented power allocation in multicast systems with physical layer network coding","Wireless Communications and Networking Conference",0.250157828283,0.292929292929
7CE4722B,"-Architectures for heterogeneous wireless sensor networks","Personal, Indoor and Mobile Radio Communications",0.136616161616,0.203703703704
