Paper ID,Title,Sim1,Sim2
7CD18461,"Strengths and limits of Beta distributions as a means of reconstructing the true single-channel current in patch clamp time series with fast gating.",0.126984126984,0.10341991342
7DD5B89F,"Semi-Markov modeling of dependability of VoIP network in the presence of resource degradation and security attacks",0.113005050505,0.101546717172
63A6E8BE,"STOPGAP: Stroke patient management and capacity planning",0.107954545455,0.110404040404
7C5785C2,"Sufficient and admissible estimators in general multivariate linear model",0.0820221445221,0.0871212121212
7C779A34,"Airborne vector gravimetry using precise, position-aided inertial measurement units",0.121933621934,0.159126984127
7C7EC33C,"Past states of continuous-time Markov models for ecological communities",0.0893939393939,0.0848151848152
7E3BCCFB,"The integration of simple Markov model in solving single line production system",0.133333333333,0.137892662893
80F0AD4F,"The Markov selection model for concurrent speech recognition",0.145454545455,0.12031968032
7D35466D,"Parameter Estimation in Logistic Regression for Transition, Reverse Transition and Repeated Transition from Repeated Outcomes",0.103282828283,0.106790123457
636A62B0,"Mining longest repeating subsequences to predict world wide web surfing",0.0958333333333,0.135884353741
752CD707,"A cost-utility analysis of clopidogrel in patients with ST elevation acute coronary syndromes in the UK",0.0972222222222,0.0857533670034
7F7A88DE,"Chaotic maps as parsimonious bit error models of wireless channels",0.110227272727,0.0899675324675
805A0E31,"Web Navigation Prediction Using Multiple Evidence Combination and Domain Knowledge",0.34375,0.276875901876
7A609CB3,"Markov models for ion channels: versatility versus identifiability and speed",0.110227272727,0.0940434565435
0B9B6B61,"Multi-state Models in Epidemiology",0.0804195804196,0.0787878787879
7BB8AA6C,"A Comparison Of Scoring Metrics For Predicting The Next Navigation Step With Markov Model-Based Systems",0.0884615384615,0.122935397935
7DD5B33E,"Cost-effectiveness of ranibizumab compared with photodynamic treatment of neovascular age-related macular degeneration",0.101388888889,0.153703703704
7DE80925,"A maximum entropy Markov model for chunking",0.0893939393939,0.102672327672
7E38B6E8,"Markov model based time series similarity measuring",0.103282828283,0.151753801754
8145D9BF,"A comparison study between fuzzy time series model and ARIMA model for forecasting Taiwan export",0.103282828283,0.0993565462315
80D027C7,"Dynamic Markov Model for reliability evaluation of power electronic systems",0.121933621934,0.0982720982721
80E2D8BD,"The impact of data send rate, node velocity and transmission range on QoS parameters of OLSR and DYMO MANET routing protocols.",0.120941558442,0.105206830207
780B0413,"The exponential multidimensional demographic projection model",0.182692307692,0.295454545455
76E04116,"Performance evaluation of an adaptive-rate MPEG encoder matching IntServ traffic constraints",0.121933621934,0.131553631554
7B10DF84,"Formal Modeling Techniques for Ambient Assisted Living",0.0959595959596,0.136111111111
78744637,"Real-Time 3-D Human Body Tracking using Variable Length Markov Models",0.0959595959596,0.157601657602
7A4BFF1D,"Inositol trisphosphate receptor and ion channel models based on single-channel data",0.113005050505,0.134784197284
7FD350DB,"Transfer Delay Analysis of WAP 2.0 for Short-Lived Flows",0.101388888889,0.105555555556
76CEEB51,"Cost-effectiveness achieved through changing the composition of renal replacement therapy in Japan",0.101388888889,0.161447811448
7C7DEAA3,"Stochastic approach to determine spatial patterns of lizard community on a desert island",0.10625,0.128839143313
7E63F2EB,"A failure-repair model with minimal and major maintenance",0.0874125874126,0.0909090909091
7CD3B1FE,"Examination of Genome Homogeneity in Prokaryotes Using Genomic Signatures",0.0975135975136,0.139121989122
76B4D3C9,"Cost effectiveness analysis of heptavalent pneumococcal conjugate vaccine in Germany considering herd immunity effects",0.101388888889,0.102481546232
7FE34892,"Capacity performance analysis of coherent detection in correlated fading channels using finite state Markov models",0.116477272727,0.122663447663
61717FF3,"A hybrid wind speed forecasting model based on phase space reconstruction theory and Markov model: A case study of wind farms in northwest China",0.14375,0.11604978355
791F8799,"A methodology for analyzing the transient availability and survivability of a system with repairable components",0.0839160839161,0.1337995338
7F38AE9F,"A hybrid online series pattern detection algorithm",0.111805555556,0.115277777778
7C79B952,"Customized warranty offering for configurable products",0.118181818182,0.139926739927
7CA38AF4,"Common flaws exist in published cost-effectiveness models of pharmacologic stroke prevention in atrial fibrillation",0.119155844156,0.157204700062
77466E78,"Reliability Modeling Using SHARPE",0.0804195804196,0.19696969697
7CD86F45,"Cost-Effectiveness Analysis of Extended Duration Anticoagulation with Rivaroxaban to Prevent Recurrent Venous Thromboembolism",0.101388888889,0.143737373737
7CE341E4,"A Study on the Simulation of Daily Precipitation Using Multivariate Kernel Density Estimation",0.106060606061,0.13083028083
7EA559D2,"Visual speech synthesis by modelling coarticulation dynamics using a non-parametric switching state-space model",0.145454545455,0.152952999382
78B4DA62,"Estimating discrete Markov models from various incomplete data schemes",0.0959595959596,0.107303807304
805B143B,"Bias in Markov models of disease",0.0875,0.0874458874459
7F92F6C9,"A linear predictive HMM for vector-valued observations with applications to speech recognition",0.106060606061,0.113636363636
77CCDB9F,"Markov reliability model research of monitoring process in digital main control room of nuclear power plant",0.121933621934,0.109972743306
