Paper ID,Title,Sim1,Sim2
764B87E0,"Distributed Dynamic Frequency Allocation In Wireless Networks Under Time-Varying User Activities",0.136111111111,0.126599326599
80AA9A81,"Filtering Algorithm of MEMS Gyroscope Based on Swing Markov Interacting Multiple Models",0.10101010101,0.171231546232
779F6E9D,"Two-dimensional Markov model for throughput analysis of IEEE 802.11 Distributed Coordination Function in non ideal channel with capture effects",0.121933621934,0.116535624869
7A482D75,"Sequence in Australian coal seams",0.0804195804196,0.0814393939394
16E47DE2,"Fouille de dynamiques multivariées : application à des données temporelles en cardiologie",0.104166666667,0.125
077876D9,"Contribution to Markov Models training methods for continuous speech recognition",0.150505050505,0.123821548822
736C10C4,"Language identification using noisy speech",0.166666666667,0.20625
7A1E02BA,"Modeling the winning seed distribution of the NCAA Division I men׳s basketball tournament",0.111111111111,0.134094551282
81011740,"An efficient approach to handling functional dependence loops",0.100505050505,0.130902777778
7D1D9F82,"Performance Analysis of m-Retry BEB Based DCF under Unsaturated Traffic Condition",0.106060606061,0.155555555556
0BB17CFF,"Using Conditional Null-Arc Probabilities in Markov Models to Prevent Deletion of Phones",0.10625,0.1584998335
7C47D439,"Distributing the train traction power over cars: effects on dependability analyzed based on daily duty‐cycle",0.0959595959596,0.149731795075
7ED89D25,"Cost-effectiveness analysis of the first-line therapies for nicotine dependence",0.106060606061,0.104377104377
7BD5722B,"Packcet Error Statistics in a MIMO-MRC Transmission over Rayleigh Fading Channels",0.116883116883,0.112137862138
7FF7ED23,"A new Markov model of N version programming systems",0.0924388111888,0.114874708625
8360A0DE,"The Phylogenetic Handbook: Phylogenetic inference based on distance methods",0.151515151515,0.184848484848
7F4249A7,"Multiuser scheduling in a Markov-modeled downlink environment",0.101388888889,0.105555555556
84D976F6,"Performance Modelling of Adaptive VANET with Enhanced Priority Scheme",0.10101010101,0.0982323232323
0661FCBF,"A Markov Model for Probabilistic Concurrent Constraint Programming",0.0991161616162,0.0951178451178
7DE82E8C,"Modeling and Validating the Cost and Clinical Pathway of Colorectal Cancer",0.0804195804196,0.0841131907308
7B819129,"Initiative, Personality and Leadership in Pairs of Foraging Fish",0.127678571429,0.115557889823
804DBD96,"A deterministic model for history sensitive cascade in diffusion networks",0.0959595959596,0.0952525252525
78F0F0FB,"Navy Nurse Corps Manpower Management Model",0.107954545455,0.091033966034
803FBA14,"Reliability/availability modeling and prediction for e-commerce and other Internet information systems",0.355555555556,0.294273504274
7D57E940,"Memory-Efficient Segment-Based Packet-Combining Schemes in Face of Deadlines",0.0959595959596,0.0929810929811
7DE83CFC,"Performance of error control schemes for fading channels with power-control and MAI",0.119155844156,0.131415343915
754F2D2E,"SOME REMARKS ON NON-LOCAL THEORIES",0.133333333333,0.183333333333
5B9840C8,"Maintenance Strategies for Manufacturing Systems using Markov Models",0.0874125874126,0.141608391608
80B56763,"On modeling network congestion using continuous-time bivariate Markov chains",0.0982323232323,0.141755698006
8140FCFE,"Using Machine Learning to Focus Iterative Optimization",0.0857142857143,0.217619047619
7BBB963C,"Unsupervised SAR images change detection with hidden Markov chains on a sliding window",0.0994318181818,0.129255698006
7AB160DD,"A New Order Estimator for Fixed and Variable Length Markov Models with Applications to DNA Sequence Similarity",0.133838383838,0.116094707761
7745DD59,"Choosing the appropriate capacity for a make-to-forecast production environment using a Markov analysis approach",0.133333333333,0.153617909868
7972A890,"Medium Access Control Protocols for Wireless Sensor Networks with Energy Harvesting",0.100505050505,0.0864708703994
