5A1FB275,"Visual hand tracking using nonparametric sequential belief propagation",0.233333333333,0.19967032967
5ED229FC,"Probability Density Decomposition for Conditionally Dependent Random Variables Modeled by Vines",0.166666666667,0.100081699346
7EDA0239,"Learning the Compositional Nature of Visual Object Categories for Recognition",0.157407407407,0.161616161616
77F57823,"Learning Gaussian Tree Models: Analysis of Error Exponents and Extremal Structures",0.143939393939,0.125388500389
76BC784C,"Figure-Ground Segmentation Using Factor Graphs.",0.261904761905,0.200778388278
80B698C6,"Increasingly correct message passing averaging algorithms",0.194444444444,0.173397435897
76AEA42F,"Graphical model representation of pedigree based mixed model",0.15,0.135617715618
7F38C810,"Models for Patch Based Image Restoration",0.143939393939,0.130233100233
7DC25052,"Single-channel speech separation and recognition using loopy belief propagation",0.240740740741,0.161642061642
7F2714AC,"ChemInk: a natural real-time recognition system for chemical drawings",0.166666666667,0.0959353146853
804CC9CA,"Graph Laplace for Occluded Face Completion and Recognition",0.178571428571,0.0918081918082
7CA63E85,"Undernutrition in Benin -- an analysis based on graphical models.",0.134615384615,0.137419871795
8045E665,"Prediction of contact maps by GIOHMMs and recurrent neural networks using lateral propagation from all four cardinal corners",0.240740740741,0.142377463806
7CC20AA0,"A model-based design framework to achieve end-to-end QoS management",0.143939393939,0.123688811189
7D03A556,"Robust one-shot 3D scanning using loopy belief propagation",0.233333333333,0.231730769231
7DC6DF15,"Approximate inference using planar graph decomposition",0.261904761905,0.194650937298
78739CC6,"Modeling annotated data",0.121693121693,0.148148148148
7F434525,"Measuring Neural Synchrony by Message Passing",0.194444444444,0.148611111111
7C3B4512,"Gradient computation in linear-chain conditional random fields using the entropy message passing algorithm",0.277777777778,0.160836385836
80C84811,"Unequal error protection based LV segmented CMR image transmission through wireless communication channels",0.15,0.134090909091
803D202E,"Evaluating the impact of AND/OR search on 0-1 integer linear programming",0.122222222222,0.129696969697
7FF4827C,"Structure Learning on Large Scale Common Sense Statistical Mo dels of Human State",0.143939393939,0.131185481185
80F0AEE0,"A fuzzy logic approach to infer transcriptional regulatory network in saccharomyces cerevisiae using promoter site prediction and gene expression pattern recognition",0.240740740741,0.129233729234
5FA80935,"Running MAP Inference on Million Node Graphical Models: A High Performance Computing Perspective",0.143939393939,0.122610722611
7E77388F,"Efficient Nonparametric Belief Propagation with Application to Articulated Body Tracking",0.15,0.126709401709
7DFD9A8D,"The TM Algorithm for Maximising a Conditional Likelihood Function",0.157407407407,0.124273504274
7EFB27D7,"Planning and Acting in Uncertain Environments using Probabilistic Inference",0.233333333333,0.218717948718
7BA41BB1,"Low-Order Conditional Independence Graphs for Inferring Genetic Networks",0.178571428571,0.138492063492
7F9A8948,"A Graphical Model for Context-Aware Visual Content Recommendation",0.453703703704,0.396011396011
799F491A,"The cost of using decomposable Gaussian graphical models for computational convenience",0.227272727273,0.189685314685
80AD06E8,"Dynamic conditional random fields: factorized probabilistic models for labeling and segmenting sequence data",0.157407407407,0.134746999033
08468AE2,"2005 Special Issue: On the relationship between deterministic and probabilistic directed Graphical models: From Bayesian networks to recursive neural networks",0.166666666667,0.102509065009
802C40C2,"Learning a Tracking and Estimation Integrated Graphical Model for Human Pose Tracking",0.15,0.155608677037
