7D85D00B,"Fair, class based, delay jitter controlled packet scheduling scheme managing handoff and buffer occupancy for 4G wireless access systems",0.149126984127,0.158461538462
7537A223,""Friendly, don't shoot!": how communication design can enable novel social interactions",0.142467532468,0.209920634921
7DD2A050,"Dual power-saving modes for voice over IP traffic supporting voice activity detection",0.164273504274,0.165945165945
77C7B5E8,"Research on P2P-SIP based VoIP system enhanced by UPnP technology",0.149126984127,0.190476190476
5DE2FF98,"An analytical approach to the efficient real-time events/services handling in converged network environment",0.126178266178,0.18746031746
800E392E,"ReLACK: A Reliable VoIP Steganography Approach",0.284551282051,0.571428571429
78B7767F,"Advanced service architecture for H.323 Internet Protocol Telephony",0.155555555556,0.133737373737
7E2FBAAE,"VoIP performance on differentiated services enabled network",0.14094017094,0.163194444444
7D0172BC,"Supporting Personal Mobility with Integrated RFID in VoIP Systems",0.135793650794,0.195767195767
8140D5D3,"Call routing management in enterprise VoIP networks",0.119511599512,0.15746031746
7FD232AA,"Inexpensive high availability solutions for the SIP-based VoIP service",0.143888888889,0.138636363636
755F61AC,"Using game theory to configure P2P SIP",0.142467532468,0.186666666667
777374F1,"Speech Packet Concealment Techniques Based on Time-Scale Modification for VoIP",0.13094017094,0.155964405964
800379FB,"Quality of Service over IPV6 and IPV4",0.128888888889,0.1625
7D16C979,"SIP Mobility Modes: Application Layer and Data Link Layer",0.160238095238,0.159523809524
7F5EEB8E,"IMS Application Servers: Roles, Requirements, and Implementation Technologies",0.110233100233,0.147222222222
7FB0AC68,"Designing an Integrated Voice, Video, and Instant Message Service System in SIP-Based IP Networks",0.158571428571,0.133040223665
7E4483E2,"On Redundant Multipath Operating System Support for Wireless Mesh Networks",0.165793650794,0.143590668591
5D606A47,"Performance Measurement Methodologies and Quality of Service Evaluation in VoIP and Desktop Videoconferencing Networks",0.138888888889,0.143650793651
7E4800F3,"Providing VOIP service in UMTS-HSDPA with frame aggregation",0.13246031746,0.175
7CEC8964,"Outbound SPIT filter with optimal performance guarantees",0.143571428571,0.120941558442
7F6AF193,"What's up: P2P spontaneous social networking",0.2,0.0
7B186DEB,"VoIP over DVB-RCS satellite systems: Trial results and the impact of adaptive speech coding using cross-layer design",0.162142857143,0.180505952381
804E5562,"A source and channel rate adaptation algorithm for AMR in VoIP using the Emodel",0.318333333333,0.308994708995
7ED85637,"Providing Quality of Service for Voice-over-IP over TD-SCDMA HSDPA",0.13246031746,0.175
7FA7A45A,"Speech playout buffering based on a simplified version of the ITU-T E-model",0.121515151515,0.195833333333
77B95777,"Performance evaluation of H.264/SVC video streaming over mobile WiMAX",0.13094017094,0.150694444444
8103CF9A,"Cross-Layer Algorithm for VOIP Applications over Satellite",0.123888888889,0.163888888889
7D62607A,"A Study for Providing Better Quality of Service to VoIP Users",0.153571428571,0.162142857143
7F1A2460,"QRP08-3: Speech Repetition Method for Compensating Delay Spike Gaps in Voice Packet Stream",0.305086580087,0.203098845599
5AFC62A7,"OpenVoice: Low-cost mobile wireless communication project for rural area based on OpenWRT",0.165,0.206666666667
7E730A2D,"Analytical and Experimental Comparison of Packet Loss Recovery Methods Based on AMR-WB for VoIP",0.126178266178,0.147883597884
6CFAE423,"A survey of requirements and standardization efforts for IP-telephony-security",0.122467532468,0.154464285714
7ECB9AA4,"An architecture and admission control algorithm for multi-precedence voice over IP (VoIP) calls",0.13746031746,0.133225108225
8140D342,"Skype VoIP service- architecture and comparison",0.120793650794,0.154761904762
810AF06F,"An Integrated Load Balancing Scheme for Future Wireless Networks",0.135793650794,0.128439153439
7DF83938,"User perceived codec and duplex aware playout algorithms and LMOS-DMOS measurement for real time streams",0.333181818182,0.375
