Paper ID,Title,Sim1,Sim2
78AA6041,"Effectiveness of an Internal Teat Seal in the Prevention of New Intramammary Infections During the Dry and Early Lactation Periods in Dairy Cows When Used With a Dry Cow Intramammary Antibiotic",0.163492063492,0.0976158503332
5F037150,"具生物反餽機制之智慧型長時睡眠監測系統---子計畫三：應用於長時生理訊號儲存系統之無失真錯誤更正機制(II)",0.077380952381,0.0833333333333
82F13976,"주파수 영역에서 움직임 예측을 이용한 디지털 홀로그램 압축 기법",0,0
7BAC6774,"Security of image in multimedia applications",0.131060606061,0.133838383838
7E48FBA2,"Image coding with uniform and piecewise-uniform vector quantizers",0.123232323232,0.106481481481
76A9EB36,"Design of non-separable transforms for directional 2-D sources",0.144155844156,0.113095238095
76691E0B,"Spectral analysis of Brownian motion with jump boundary",0.183928571429,0.145222832723
7C3AEA5E,"DCT-Based Speech Enhancement Using a New Speech Variance Estimation",0.171428571429,0.158531746032
5B123783,"Interactive Image Inpainting Using DCT Based Exemplar Matching",0.123232323232,0.17037037037
050E296A,"Preference Query Processing In P2P Systems",0.117469336219,0.102672327672
762192B2,"Crop classification using feature extraction from satellite imagery",0.158333333333,0.129696969697
7E51C204,"A novel video coding scheme with frequency-domain-based conditional frame replenishment algorithm",0.358441558442,0.245101657602
76BDEA3F,"Comment on "A derivation for the discrete cosine transform"",0.116666666667,0.0892773892774
6E88FA9F,"Extrapolation for band-pass delay time characteristics by using genetic algorithm on DCT",0.371428571429,0.269516594517
75BCD770,"A 4D nth-order Walsh orthogonal transform algorithm used for color image coding",0.366666666667,0.315555555556
641AE8FA,"DCT 질감 블록 계수를 이용한 강인한 블라인드 워터마킹",0,0
77E01D97,"Adaptive biorthogonal local discrete cosine transform for interference excision in direct sequence spread spectrum communications",0.1375,0.0955936920223
7D7D0810,"Image encryption method for depth + texture video contents",0.121933621934,0.108286951144
76DE48FA,"THERMAL BENDING OF LAMINATED COMPOSITE RECTANGULAR PLATES AND NONHOMOGENEOUS PLATES DUE TO PARTIAL HEATING",0.149206349206,0.0859593837535
