Paper ID,Title,Journal,Sim1,Sim2
81255706,-A sub-threshold SRAM based PUF,Information not present,1,1
594A9D5B,-Fusion based Multimodal Biometric cryptosystem,Information not present,1,1
7EEE4C6E,-Dose‐Finding Based on Efficacy–Toxicity Trade‐Offs,Biometrics,1,1
81239000,-A novel model for orientation field of fingerprints,Computer Vision and Pattern Recognition,0.5892255892,1
7BB6A54C,-CCD fingerprint method for digital still cameras,Information not present,0.4368945869,1
7BFF86A8,-A texture-based method for identificaiton of retinal vasculature,Information not present,0.285978836,1
7D6B8344,-Unsupervised hierarchical fingerprint matching,International Symposium on Neural Networks,0.2807498058,1
786671BE,-Analysis and matching of degraded and noisy fingerprints,Information not present,0.2807498058,1
81337693,-Re-TOF: Reconstructing Torn Offline Fingerprint,Information not present,0.2807498058,1
811D3336,-Some fingerprints of ideal memristors,International Symposium on Circuits and Systems,0.2807498058,1
7E3B75D6,-Improved Adaptive Fingerprint Binarization,Information not present,0.2807498058,1
7FA45194,-Towards a ptolemaic model for OCR,International Conference on Document Analysis and Recognition,0.2789351852,1
776A922E,-Application of PKC-based digital watermarking model against false-accusation,International Conference on Automation and Logistics,0.2789351852,1
6D3A4F75,-A fingerprint biometric cryptosystem in FPGA,Information not present,0.2460275835,1
801E6A66,-Compression of touchless multiview fingerprints,Information not present,0.2460275835,1
7E655DA1,-Automatic fingerprint matching,Information not present,0.2460275835,1
7C731EC5,-Decriminalizing the fingerprint,IEEE Computer Graphics and Applications,0.2460275835,1
7F2DF9D3,-Latent Fingerprint Matching,IEEE Transactions on Pattern Analysis and Machine Intelligence,0.2460275835,1
3013FD47,-Sistema d'autenticació amb fingerprint,Information not present,0.2460275835,1
7B7E6EA5,-Voice biometric watermarking of 3D models,Information not present,0.2385311448,1
75F37F4F,-Personalized pseudophakic model,Proceedings of SPIE,0.2385311448,1
80EC24E2,-A model-based method for the computation of fingerprints' orientation field,IEEE Transactions on Image Processing,0.7060185185,1
7D62B928,-A New Method for Fingerprint Antispoofing using Pulse Oxiometry,International Conference on Biometrics,0.4368945869,0.7777777778
7F95BB07,-A novel online fingerprint segmentation method based on frame-difference,Information not present,0.5503367003,0.7727272727
7BEFDEB7,-A method based on Delaunay triangulation for fingerprint matching,Information not present,0.548005698,0.7708333333
77FB0890,-A fingerprint matching algorithm based on probabilistic graphical model and three-tree model,Information not present,0.573005698,0.75
7C155F2C,-Hartley Transform Based Fingerprint Matching,Journal of Information Processing Systems,0.3918609169,0.75
80088E8B,-Normalized Cross-Correlation Based Fingerprint Matching,Information not present,0.3918609169,0.75
7E52E32A,-Nonminutiae Based Fingerprint Matching,Information not present,0.3918609169,0.75
7FA8E490,-Block ridgelet and SVM based fingerprint matching,Information not present,0.3918609169,0.75
7EC0789D,-Feature-based technique for partial fingerprint matching,Conference on Information Technology in Asia,0.3501942502,0.75
80982642,-A secure fingerprint matching technique,Information not present,0.315472028,0.75
80B19065,-Research on GA-ANN Based WLAN Indoor Location Method,Information not present,0.4203703704,0.7333333333
75AC1DE2,-A robust forensic method based on Scale-Invariance Feature Transform,International Conference on Model Transformation,0.4119047619,0.7333333333
7AC4B8BA,-Group-Oriented Anti-Collusion Fingerprint Based on BIBD Code,International Conference on e-Business,0.3975589226,0.7222222222
7B953701,-Securing Fingerprint Images Through PSO Based Robust Facial Watermarking,International Journal of Information Security and Privacy,0.4104395604,0.7142857143
751198B3,-A Digital Fingerprint Scheme Based on MPEG-2,Intelligent Information Hiding and Multimedia Signal Processing,0.4036334036,0.7142857143
804B19AE,-Face localization based on the morphological multi-scale fingerprint,International Conference on Pattern Recognition,0.4005189255,0.7142857143
7958A3C4,-Hybrid digital fingerprint based on multi-type characters for collusion-resistance,Information not present,0.4002664003,0.7142857143
7F17D6A5,-The Benjamini--Hochberg method with infinitely many contrasts in linear models,Biometrika,0.4402777778,0.7083333333
79BEC822,-A fingerprint and threshold scheme-based key generation method,Information not present,0.437962963,0.7083333333
7EE48EDD,-Compound Stochastic Models For Fingerprint Individuality,International Conference on Pattern Recognition,0.437962963,0.7083333333
7F406C87,-A generative model for fingerprint minutiae,International Conference on Biometrics,0.4376942502,0.7083333333
7D9FCD41,-A Minutiae-based Fingerprint Individuality Model,Computer Vision and Pattern Recognition,0.4062169312,0.7083333333
7561CAE1,-Generating provably secure cancelable fingerprint templates based on correlation-invariant random filtering,International Conference on Biometrics,0.402972028,0.7083333333
7C667C92,-Comparison of ROC-based and likelihood methods for fingerprint verification,Information not present,0.4021723647,0.7083333333
329C7F26,-A Double-Sided Fingerprint Sensing Method,Information not present,0.4021723647,0.7083333333
5E0A3ACA,-Multi Biometric Model for Authentication Method,Information not present,0.4012566138,0.7083333333
7FD27D6D,-Image based fingerprint verification,Information not present,0.3988053613,0.7083333333
3AA8BAC9,-A virtex-II based biometric microsystem for fingerprint authentication',Information not present,0.3918609169,0.7083333333
7BA3A236,-Gradient based Textural Characterization of Fingerprints,International Conference on Biometrics,0.3918609169,0.7083333333
7FD04499,-An Effective and Robust Fingerprint Enhancement Method,International Symposium on Computational Intelligence and Design,0.4387464387,0.7037037037
19E632C6,-A DYNAMIC ENHANCEMENT METHOD FOR FINGERPRINT MATCHING,Information not present,0.4387464387,0.7037037037
7BF154F7,-Orthogonal ridge slimming method for Fingerprint preprocessing,Information not present,0.4078703704,0.7037037037
75FD13FF,-A method for fingerprint alignment and matching,Advances in Mobile Multimedia,0.4021723647,0.7037037037
75708811,-Extracting Valley-Ridge Lines from Point-Cloud-Based 3D Fingerprint Models,IEEE Computer Graphics and Applications,0.4006572132,0.7037037037
55D5AF85,-Needs based inventory methods for NTFPs,Information not present,0.3989417989,0.7037037037
7DC87D04,-A Robust Warping Method for Fingerprint Matching,Computer Vision and Pattern Recognition,0.4368945869,0.7
80EF0BB5,-Encrypted Fuzzy Vault Based on Fingerprint,Information not present,0.3957070707,0.7
7FAF219B,-Memory-Efficient Fuzzy Fingerprint Vault based on the Geometric Hashing,Information Systems,0.3957070707,0.7
71B4E0E1,-Alignment-free fingerprint cryptosystem based on multiple fuzzy vaults,Information not present,0.3957070707,0.7
6B5F540E,-Contactless Fingerprint Recognition Based on LDP,Information not present,0.3918609169,0.7
6471526B,-A topographic method for fingerprint segmentation,International Conference on Image Processing,0.4392255892,0.696969697
7ED070D0,-Open Capture‐Recapture Models with Heterogeneity: I. Cormack‐Jolly‐Seber Model,Biometrics,0.242003367,0.696969697
67F8A0C3,-Complex Energy Signal Model for Digital Human Fingerprint Matching,Information not present,0.4364478114,0.6944444444
79C6F29F,-Design of low-power micro fingerprint lock based on STM32F103ZE,Information not present,0.3918609169,0.6923076923
7CE409F8,-A gradient-based combined method for the computation of fingerprints’ orientation field,Image and Vision Computing,0.5768518519,0.69
7B3ADB00,-Minutiae based fingerprint matching techniques,Information not present,0.4613053613,0.6875
76E1B19F,-A new framework of Biometric encryption with filter-bank based fingerprint feature,Signal Processing Systems,0.5591168091,0.6733333333
76ED2007,-Optics based biohashing using joint transform correlator,Optics Communications,1,0.6666666667
7A16695D,-Super-resolution fingerprinting in the far field,Information not present,0.3234848485,0.6666666667
77ECAC40,-Detecting Altered Fingerprints,International Conference on Pattern Recognition,0.2807498058,0.6666666667
7826BA81,-On matching altered fingerprints,International Conference on Biometrics,0.2807498058,0.6666666667
7E7C075D,-Digital Fingerprinting Based on Synergetic,Computational Intelligence,0.279040404,0.6666666667
78E83E50,-Applied study based on OMAP Digital fingerprint encryption method,Information not present,0.5591168091,0.6619047619
7D1951F8,-A framework for video forensics based on local and temporal fingerprints,International Conference on Image Processing,0.5562169312,0.6619047619
80D3A459,-A rough-set based binarization technique for fingerprint images,Information not present,0.46996337,0.6607142857
5DEA73BC,-A hybrid method for fingerprint image quality calculation,Information not present,0.5945165945,0.6571428571
7E9C0F63,-Identification of peer-to-peer traffic based on process fingerprint,Information not present,0.4642255892,0.65625
