Paper ID,Title,Sim1,Sim2
7EB314BC,"Research and design of railway clearance measurement system based on non-contact sensors",0.250496031746,0.292013888889
009D38B1,"Time keeping office and NTP servers.",0.221180555556,0.385416666667
5A16146E,"A study of time dissemination via satellite in India",0.237301587302,0.302606837607
81053507,"Relating Sampling Period and Control Delay in Distributed Control Systems",0.147817460317,0.18112244898
06D0E832,"Telemetering of a missile bus 1553 B",0.0943643162393,0.152525252525
64224FFA,"A scan design for asynchronous sequential logic circuits using SR-latches",0.137468434343,0.229166666667
7A34CBA9,"IR-UWB technology on next generation RFID systems",0.160168650794,0.191666666667
7FBC5DE3,"Causality analysis of synchronous programs with refined clocks",0.156395687646,0.140758547009
7D77D463,"Designing on-chip clock generators",0.0901976495726,0.177777777778
79A60E76,"Procedure Analysis of IEC 870-5-101 Clock Synchronization and One of Its Improved Algorithms",0.357738095238,0.316666666667
77FC4594,"Practical implementations of non-blocking synchronization primitives",0.339091810967,0.412037037037
81790429,"Improved transient response of controllers by synchronizing the modulator with the load step: application to v2ic",0.104461163836,0.145779220779
813BAC56,"Reliable Re-Encryption in Unreliable Clouds",0.0822276681652,0.0909090909091
7B1A37B5,"Accelerated virtual switching with programmable NICs for scalable data center networking",0.131001984127,0.141964285714
7CA163AC,"A robust gradient clock synchronization algorithm for wireless sensor networks",0.672371031746,0.641666666667
7E683845,"Distributed deadlock detection and resolution based on hardware clocks",0.124496336996,0.164730507588
784590F8,"Measurement of packet processing time of an Internet host using asynchronous packet capture at the data-link layer",0.267261904762,0.261071428571
5FDEE4E6,"Clock synchronization in an N-modular redundant system",0.362103174603,0.472222222222
7AF716C7,"A distance-bounding concept for bilateral IEEE 802.15.4 communication",0.119139194139,0.138888888889
83CEBD43,"Synchronization to Microsecond Accuracy of Clocks in India through Television Transmission",0.374751984127,0.292506105006
78B53E13,"A method of task synchronization in a distributed system using FlexRay",0.371279761905,0.36746031746
7AD01898,"Satellite test of special relativity using the global positioning system",0.146329365079,0.180769230769
5CFC9815,"Interval-based clock synchronization is resilient to mobility",0.343353174603,0.410714285714
74CFDCB9,"Qualitative analysis of the impact of clock timing error and/or frequency offsets on an OFDM waveform demodulator",0.15689484127,0.159523809524
5EA34E6B,"Fault‐Tolerant Clock Synchronization",0.343353174603,0.583333333333
830D3EB9,"스페이스와이어 링크의 시각 동기 성능 개선",0,0
7CA2CEC3,"Introduction to the Special Issue on Real-Time Systems",0.141571969697,0.158333333333
7A6DA72E,"Orbit determination for geostationary satellites with the combination of transfer ranging and pseudorange data",0.154910714286,0.158994708995
76B947D5,"Nuclear Magnetic Resonance Implementation of a Quantum Clock Synchronization Algorithm",0.350297619048,0.266414141414
5DB71019,"On the Feasibility of Response Time Predictions --- An Experimental Evaluation",0.217159576535,0.288975468975
0A396374,"Clock synchronization for packet networks using a weighted least-squares error filtering technique and enabling circuit emulation service: Research Articles",0.475446428571,0.304120879121
840EFDB7,"Flease - Lease Coordination Without a Lock Server",0.133920940171,0.14375
7B73BED1,"Opportunistic Digital Array Radar and its technical characteristic analysis",0.146974206349,0.175
7B372781,"A New data coding method for wireless command transmission BPSK modulator in implantable neural signal acquisition system",0.368783068783,0.336468253968
046E65E9,"Open Architecture for Quality of Service Monitoring at a National Research and Education Network",0.257936507937,0.26343537415
7B27DF3B,"Die-to-Die Clock Synchronization for 3-D IC Using Dual Locking Mechanism",0.352529761905,0.308994708995
7DF9EE35,"Layered Diagnosis and Clock-Rate Correction for the TTEthernet Clock Synchronization Protocol",0.345436507937,0.281216931217
7F90C116,"Coding, decoding, and recovery of clock synchronization in digital multiplexing system",0.373511904762,0.304563492063
78CA78E9,"Synthesis of a control unit from instruction set specification in VHDL environment",0.123856005106,0.155102040816
79DDE037,"BAPUC: A broadcast authentication protocol for ubiquitous computing",0.222222222222,0.371428571429
7D8FFD5D,"The Spatial Diversity Algorithm of Sampling Clock Synchronization in MIMO-OFDM Systems",0.367311507937,0.313762626263
0978D1C3,"A new TDMA system for domestic service and its high speed PSK modem",0.251984126984,0.389880952381
06E56F09,"A New Fault - Tolerant for Clock - Synchronization",0.424470899471,0.577380952381
793D8F30,"Experimental Characterization and Analysis of an Asynchronous Approach for Reduction of Substrate Noise in Digital Circuitry",0.261607142857,0.273185941043
775DA0C8,"An Analysis and Demonstration of Clock Synchronization by VLBI",0.348561507937,0.350694444444
795B8FFA,"De-Synchronized Clocks in Preemption Games with Risky Prospects",0.112194749695,0.105128205128
