75D8AFE1,"Primal-Dual Strategy for Constrained Optimal Control Problems",0.26336517513,0.329861111111
7F01F683,"A superlinearly convergent strongly sub-feasible SSLE-type algorithm with working set for nonlinearly constrained optimization",0.431712962963,0.522222222222
7E11D7DC,"A Chaotic Hybrid Cultural Algorithm for Constrained Optimization",0.410042735043,0.703703703704
7E13B934,"Optimizing ATM network configuration based on virtual path concept using genetic algorithm",0.288855820106,0.270418470418
7C7BFCC8,"A bi-objective constrained optimization algorithm using a hybrid evolutionary and penalty function approach",0.506944444444,0.529761904762
77D1FCC4,"An adaptive decision maker for constrained evolutionary optimization",0.274873737374,0.338492063492
800FA3DC,"Reliability Optimization of a Series-Parallel System",0.249074074074,0.398148148148
7EE7D55D,"Convex constrained optimization for the seismic reflection tomography problem",0.424735449735,0.46746031746
7FD692D7,"Is dual linear self-calibration artificially ambiguous?",0.25,0.333333333333
7E5D1A70,"An efficient and robust numerical algorithm for estimating parameters in Turing systems",0.265598290598,0.331730769231
801640B8,"What Does a Deterministic Algorithm Need to Do to Locate a Global Optimizer?",0.294989106754,0.423333333333
5E051CFA,"A cross-entropy method for value-at-risk constrained optimization",0.370923520924,0.7
815E825E,"Service Time Optimization of Mixed-Line Flow Shop Systems",0.256818181818,0.25462962963
7E2B65D7,"Fast Model Predictive Control Using Online Optimization",0.27415577342,0.486111111111
7D4EFE0C,"Utility Optimization for Event-Driven Distributed Infrastructures",0.273611111111,0.412037037037
5F7F86C8,"A Preliminary Study of Fitness Inheritance in Evolutionary Constrained Optimization",0.278322440087,0.297222222222
810AB689,"MicroGrid Online Management and Balancing Using Multiobjective Optimization",0.270244107744,0.40625
5B68AEDB,"Lagrangian-based evolutionary programming for constrained optimization",0.267185592186,0.417989417989
7B84073E,"Constraint optimization in call admission control domain with a NeuroEvolution algorithm",0.403983815749,0.419642857143
5AB3016A,"Optimization of nonlinear constrained particle swarm",0.27904040404,0.344444444444
7F7FF5EF,"The electromagnetic actuator design problem: a general and rational approach",0.277380952381,0.334821428571
757390B6,"Existence of Approximate Exact Penalty in Constrained Optimization",0.394642857143,0.58125
7D9B2856,"Efficient Riemannian algorithms for optimization under unitary matrix constraint",0.429446778711,0.566964285714
7DB02E9D,"On the behaviour of constrained optimization methods when Lagrange multipliers do not exist",0.383800186741,0.434920634921
128F1918,"Tuning evolutionary search for closed-loop optimization",0.282744107744,0.466666666667
793A55ED,"Application of constrained optimization techniques to array pattern synthesis",0.379653679654,0.419191919192
79782757,"A modified Artificial Bee Colony (ABC) algorithm for constrained optimization problems",0.90625,0.883928571429
8120C889,"Constrained Single-Objective Optimization Using Differential Evolution",0.273005698006,0.388888888889
77F286FF,"A sequential equality constrained quadratic programming algorithm for inequality constrained optimization",0.42415577342,0.37358276644
7BDE12CE,"Convex Formulations of Air Traffic Flow Optimization Problems",0.430555555556,0.406818181818
084EEBFE,"AND/OR Tree Search for Constraint Optimization",0.263425925926,0.441666666667
7A76C872,"A Culture-Based Particle Swarm Optimization Framework for Dynamic, Constrained Multi-Objective Optimization",0.27904040404,0.410185185185
7CEA013F,"Automated Antenna Design Using Normalized Steady State Genetic Algorithm",0.262820512821,0.360622710623
80E1019C,"Lagrangian Relaxation and Enumeration for Solving Constrained Shortest-Path Problems",0.474254317111,0.638181818182
76DA7797,"A particle swarm optimizer for constrained multi-objective engineering design problems",0.389455782313,0.425396825397
7D1B6ECC,"Integration of genetic algorithm and cultural algorithms for constrained optimization",0.419989106754,0.650793650794
7A27C115,"Building thermal model reduction using nonlinear constrained optimization",0.26745014245,0.296296296296
