Paper ID,Title,Sim1,Sim2
7E1E0B50,"Exploiting Additional Context for Graph-Based Tag Recommendations in Folksonomy Systems",0.154848484848,0.114848484848
7DD6CED3,"A Multiagent Model for Searching Learning Objects in Heterogeneous Set of Repositories",0.172222222222,0.134848484848
81668F2E,"Use of Internet Sources in International Studies Teaching and Research",0.204848484848,0.163762626263
7B7AE6B3,"A simple and efficient block motion estimation algorithm based on full-search array architecture",0.183181818182,0.136963036963
84D3C68E,"The Link Building Black Book - Build Links - SEO Strategies Methods and Tips",0.159829059829,0.10402137545
791F2B07,"Intermediate information layer. The use of the SKOS ontology to create information about e-resources provided by the public administration",0.209848484848,0.16810966811
761213DB,"Survey of ICT and education in Africa : Kenya country report",0.143333333333,0.154848484848
7BF72D0E,"GPU-Enabled High Performance Online Visual Search with High Accuracy",0.366666666667,0.464285714286
08F533D6,"Computing Principal Eigenvectors of Large Web Graphs: Algorithms and Accelerations Related to PageRank and HITS.",0.181666666667,0.162896825397
6E4337DE,"Distributed Object Architectures with CORBA: Partitioning, Interfaces, and Granularity",0.12094017094,0.101892551893
7B45A8E2,"A CORBA-based Integrated Platform for Service Publishing, Searching and Sharing in Virtual Enterprise",0.183566433566,0.171153846154
7E77AC04,"rrnDB: documenting the number of rRNA and tRNA genes in bacteria and archaea",0.108566433566,0.0978521478521
803E7079,"HaDextract: Extracting HLA-Disease Interaction Information from Biomedical Literature",0.181666666667,0.159027777778
7F46F0AB,"Low-grade Ta (noninvasive) urothelial carcinoma of the bladder.",0.151515151515,0.0763347763348
7CB0165F,"A crawling and ranking method for improving context-awareness in mobile web search",0.511111111111,0.469444444444
66F6E5E3,"Voice packet interarrival jitter over IP switching",0.133333333333,0.135416666667
830B8E63,"AOL Acquires Local News Aggregator Outside.in for its Patch News Site",0.162222222222,0.120095645096
5F421390,"An internet portal based on 'Twenty Questions'",0.159523809524,0.132738095238
7BB443B4,"Using k-Top retrieved web snippets to date temporalimplicit queries based on web content analysis",0.187222222222,0.164554272888
816ABD11,"Cross-Organisation Dataspace (COD) - Architecture and Implementation",0.0985014985015,0.0970695970696
7E92D19C,"A New Search Engine Filtering Scheme Based on Improved Neural Network and Ontology",0.341666666667,0.255220573078
80F10127,"Analysis and Improvement of Data Extraction Technology on the Web",0.147142857143,0.147685185185
7CD491C5,"A Comparative Study for Search Engines Business Model - Based on the Case of Baidu and Google",0.337606837607,0.239042207792
7548347B,"Topic-specific analysis of search queries",0.274285714286,0.447619047619
