Paper ID,Title,Sim1,Sim2
7DF36EC7,"Biological and physical signatures in the tropical and subtropical Atlantic",0.185416666667,0.145833333333
792492AC,"Detection of cirrus overlapping low‐level clouds",0.136408730159,0.140873015873
787C9BE4,"Electrostatic potential in the auroral ionosphere derived from Chatanika Radar observations",0.185416666667,0.142361111111
79B01C10,"Towards a unified visual framework in a binocular active robot vision system",0.1875,0.135714285714
7E685C4B,"Scatter-compensated geometrical components for detector normalization in whole-body PET",0.185416666667,0.139583333333
7DAADD91,"Comparison of reconstruction algorithms to extend CT reconstruction field-of-view",0.130158730159,0.11595959596
7C9D8E68,"The system design and assemble for the high resolution telescope system with segmented aperture",0.19375,0.141203703704
7F2B7315,"Spectroscopic visualization of nanoscale deformation in bone: interaction of light with partially disordered nanostructure",0.171527777778,0.119318181818
752205F4,"Reflective surfaces as computational sensors",0.202777777778,0.208333333333
80B765CB,"A method for calibrating the parabolic camera using Homographic matrix",0.183928571429,0.165476190476
5AE71047,"Fully truncated cone-beam reconstruction on pi lines using prior CT",0.179464285714,0.147757335257
800E298A,"Prototype development of the Integral-Field unit for VIRUS",0.142361111111,0.133838383838
7C50BEAE,"Real-Time Estimation of Fast Egomotion with Feature Classification Using Compound Omnidirectional Vision Sensor",0.181944444444,0.139814814815
7ACD8A41,"Column atmospheric water vapor and vegetation liquid water retrievals from Airborne Imaging Spectrometer data",0.195833333333,0.144400352734
7D9D9127,"A search for GeV‐TeV emission from Gamma‐ray Bursts using the Milagro detector",0.185416666667,0.153333333333
810E31D3,"Rapid registration for wide field of view freehand three-dimensional ultrasound",0.185416666667,0.125694444444
7850A3FB,"Mars Descent Imager (MARDI) on the Mars Polar Lander",0.169047619048,0.136904761905
7E217656,"Evaluation of a variable-addressability monocular",0.106755050505,0.125
758ACE97,"Robust GPU-assisted camera tracking using free-form surface models",0.390277777778,0.348571428571
76A2A0CB,"A Spectralon BRF data base for MISR calibration applications",0.142361111111,0.142361111111
7F6B6262,"Precision of exocentric distance judgments in desktop and cube presentation",0.181944444444,0.127976190476
7D1FEF9E,"Joint spatial-temporal alignment of networked cameras",0.183928571429,0.142857142857
7E5685FC,"A shaped dual-reflector antenna with a tilting flat subreflector for scanning applications",0.175992063492,0.155158730159
77C8EECB,"Novel calibration method for non-overlapping multiple vision sensors based on 1D target",0.185416666667,0.148611111111
790E0DC4,"Enlargement of the Field of View and Maintenance of a High Signal-to-Noise Ratio Using a Two-Element High-Tc Superconducting Array in a 3T MRI",0.195833333333,0.142556517557
799DB7AC,"Seasonal variability of the surface chlorophyll in the western tropical Pacific from SeaWiFS data",0.225,0.181666666667
81658EF1,"Fish-eye stereo based on the Taylor model",0.16875,0.146527777778
7F5E29CC,"Time-series analysis of remotely-sensed SeaWiFS chlorophyll in river-influenced coastal regions.",0.227083333333,0.186111111111
770149E4,"A new area-specific bio-optical algorithm for the Bay of Biscay and assessment of its potential for SeaWiFS and MODIS/Aqua data merging",0.204166666667,0.132222222222
7EC4DA6F,"Performance trade-off analysis comparing different front-end configurations for a digital x-ray imager",0.171527777778,0.132222222222
7760763E,"Factors Affecting Curved versus Straight Path Heading Perception",0.171527777778,0.144907407407
5A3CB81D,"Wide area multiple camera calibration and estimation of radial distortion",0.20625,0.148015873016
77CC69F1,"Remote sensing of cloud thickness and liquid water content with Wide-Angle Imaging Lidar",0.195833333333,0.141439909297
7607EA70,"Dynamic visual tracking control of a mobile robot with image noise and occlusion robustness",0.385714285714,0.270408163265
7D0A6CFC,"Decoupling Efficiency of a Wideband Vivaldi Focal Plane Array Feeding a Reflector Antenna",0.195833333333,0.139484126984
8043D53F,"Sensor planning for PTZ cameras using the probability of camera overload",0.204166666667,0.168594104308
7DBB5083,"Breast cancer imaging studies with a variable field of view PET camera",0.185416666667,0.132643398268
8025DD56,"Automatic grasping task with a catadioptric sensor for disabled people",0.204166666667,0.169444444444
78F70C0D,"A 15 deg Wide Field of View Imaging Air Cherenkov Telescope",0.185416666667,0.14880952381
80F97820,"Effect of Truncation in Quantitative Cardiac Imaging with Small Field-of-View Pinhole SPECT",0.19375,0.144742063492
7DA7A375,"High-accuracy visual/PSD hybrid servoing of robotic manipulator",0.210714285714,0.25
7B5A857A,"Measuring turbulence in an extended field of view",0.185416666667,0.158630952381
7C210EE2,"The occurrence of ionospheric signatures of plasmaspheric plumes over different longitudinal sectors",0.210714285714,0.177083333333
7E216A90,"A Multiplex “OpenPET” Geometry to Extend Axial FOV Without Increasing the Number of Detectors",0.195833333333,0.156666666667
5D0326A9,"Michelson wide-field stellar interferometry",0.173214285714,0.142857142857
803E317E,"New calibration and evaluation method for PET scanners using point-like radioactive sources",0.20625,0.1625
80B18D73,"Impact of accurate motion-corrected statistical reconstruction on dynamic PET kinetic parameter estimation",0.171527777778,0.109532828283
7DE7A6BA,"Robust optic disc location via combination of weak detectors",0.279166666667,0.236111111111
816FC85A,"Using ground-based solar and lunar infrared spectroscopy to study the diurnal trend of carbon monoxide in the Mexico City boundary layer",0.20625,0.177579365079
7BA3F88A,"Intercomparison of four reconstruction techniques for positron volume imaging with rotating planar detectors.",0.204166666667,0.146201814059
8031C1A0,"RPC-PET: a new very high resolution PET technology",0.185416666667,0.130555555556
