Id,Label,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,Authority,Hub,eigencentrality
0,8101A60D,6,1,7,1,12,0.000069,0.000556,0.021422
1,76E2F827,0,1,1,0.35,0,0,0.000075,0
2,7D15E41C,2,0,2,0,0,0,0,0.005289
3,7E8301AD,0,2,2,0.361702,0,0,0.000409,0
4,7D380E7C,0,2,2,0.75,0,0,0,0
5,5C939996,0,1,1,0.256,0,0,0.000176,0
6,7E7A6528,0,2,2,0.263666,0,0,0.001806,0
7,7DEBF59A,0,6,6,0.24878,0,0,0,0
8,78DED512,2,1,3,1,2,0.000108,0.000242,0.005289
9,804E78DA,0,2,2,0.75,0,0,0,0
10,7E773F34,0,1,1,0.6,0,0,0.000007,0
11,7D7CBB8A,1,0,1,0,0,0.000012,0,0.002644
12,762F0C95,2,1,3,0.666667,1.5,0.000136,0.000028,0.005289
13,7BC2377C,0,1,1,1,0,0,0,0
14,5C854743,0,2,2,0.555556,0,0,0.000006,0
15,59EA0DE9,2,2,4,0.305085,82,0.000126,0.000245,0.009864
16,7D6C789B,3,0,3,0,0,0,0,0.012186
17,01F32670,1,0,1,0,0,0.000339,0,0.002644
18,6000D2AE,0,3,3,0.283582,0,0,0.000176,0
19,7CF19BC5,4,0,4,0,0,0.000012,0,0.017509
20,8144E530,2,3,5,0.538462,11,0.000025,0.000043,0.005289
21,7890FAEE,0,2,2,1,0,0,0.001076,0
22,79450476,3,4,7,0.4,61.666667,0.001234,0.089877,0.008996
23,7B1A7194,1,4,5,0.414414,35,0.015735,0.005163,0.003708
24,7C053C96,2,1,3,1,2,0.000016,0.004816,0.005289
25,176C94CF,1,0,1,0,0,0,0,0.002644
26,7C14F2A8,0,1,1,1,0,0,0.000004,0
27,7F31CF93,1,0,1,0,0,0,0,0.003708
28,801A5775,0,1,1,1,0,0,0.000045,0
29,7DCDC08C,1,0,1,0,0,0,0,0.002644
30,8139C6C3,2,2,4,0.27027,26,0,0.005022,0.006352
31,822E3005,0,1,1,1,0,0,0,0
32,815308BD,1,1,2,1,1,0,0,0.002644
