Paper ID,Title,Journal,Sim1,Sim2
805A8FBF,"-Channel Assignment Exploiting Partially Overlapping Channels for Wireless Mesh Networks","Global Communications Conference",0.725,0.562987012987
768A9740,"-A fault-tolerant fully adaptive routing algorithm for collaborative computing in wireless mesh networks","Information not present",0.653571428571,0.558080808081
7D2DB71A,"-Quantifying the Overhead Due to Routing Probes in Multi-Rate WMNs","Wireless Communications and Networking Conference",0.0899156399156,0.113636363636
7C47D894,"-Research of topology control algorithm in wireless mesh networks: Research of topology control algorithm in wireless mesh networks","Journal of Computer Applications",0.643181818182,0.471338383838
815FBE5D,"-Load aware traffic engineering for mesh networks","Computer Communications",0.290079365079,0.430303030303
7591FF72,"-Video Monitoring Communication System Design Based on Wireless Mesh Networks","Information not present",0.653571428571,0.489488636364
76EDB6AD,"-Dynamic resources allocation in wireless mesh networks","World of Wireless, Mobile and Multimedia Networks",0.643181818182,0.647222222222
7D467E1D,"-Routing in multi-radio, multi-hop wireless mesh networks","ACM/IEEE International Conference on Mobile Computing and Networking",0.643181818182,1.0
80EE6765,"-An Architecture to Increase Performance of Self-Organizing Networks","International Conference on Networking",0.291666666667,0.355555555556
75B1E81E,"-Power Aware Cooperative Routing in Wireless Mesh Networks","IEEE Communications Letters",0.653571428571,1.0
7D03B6B3,"-Interference analysis for highly directional 60-GHz mesh networks: the case for rethinking medium access control","IEEE\/ACM Transactions on Networking",0.290079365079,0.265151515152
7F768615,"-Proxy Mobile IPv6 for Cluster Based Heterogeneous Wireless Mesh networks","Mobile Adhoc and Sensor Systems",0.653571428571,0.598484848485
75214B14,"-On Connectivity and Capacity of Wireless Mesh Networks","International Conference on Communications",0.643181818182,0.650793650794
176681EA,"-Research and development of resilient network technology for disaster relief and recovery(Current Status and Future Plans)","Theory and Applications of Satisfiability Testing",0.290079365079,0.213753607504
76C056F0,"-The QoS-RWP mobility and user behavior model for public area wireless networks","Modeling Analysis and Simulation of Wireless and Mobile Systems",0.475793650794,0.40747955748
7AE130E6,"-Topics in ad hoc and sensor networks","IEEE Communications Magazine",0.293975468975,0.422619047619
7969A86A,"-A zero-overhead implicit error correction nVoD schema for scalable video in wireless mesh networks","IEEE Transactions on Consumer Electronics",0.653571428571,0.492630385488
7E42C0EF,"-A mobile ad-hoc satellite and wireless Mesh networking approach for Public Safety communications","Information not present",0.478571428571,0.408531746032
75A821E9,"-The joint Gateway Placement and Spatial Reuse Problem in Wireless Mesh Networks","Computer Networks",0.653571428571,0.558994708995
7B12F04F,"-Routing Scheme for Bandwidth Guaranteed Traffic in AMC-Enabled Wireless Mesh Networks","Ieice Transactions",0.643181818182,0.569318181818
5A5FD42F,"-Notes on Implementing a IEEE 802.11s Mesh Point","Next Generation Internet",0.0818633121265,0.166666666667
81332594,"-Model-driven optimization of opportunistic routing","Sigmetrics Performance Evaluation Review",0.0854347406979,0.0833333333333
7F06FD7B,"-Cross-Layer Joint Rate Control and Scheduling for OFDMA Wireless Mesh Networks","IEEE Transactions on Vehicular Technology",0.653571428571,0.577976190476
83A12813,"-Đặt Gateway hiệu quả trong mạng Wireless Mesh Network","Information not present",0.643181818182,0.775
760B3FAD,"-A delaunay triangulation based method for optimizing backbone wireless mesh networks","Information not present",0.653571428571,0.471681096681
7D144F73,"-On developing a mesh network of robots for hands-on undergraduate education","Information not present",0.300793650794,0.371527777778
7FCB1E17,"-Molecular architecture for autonomic wireless mesh networks","Conference on Emerging Network Experiment and Technology",0.653571428571,0.777777777778
782EF3EA,"-Implementation and performance evaluation of AODV in Wireless Mesh Networks using NS-3","International Conference on Education Technology and Computer",0.653571428571,0.592592592593
5A7C0FBB,"-A RSA keys sharing scheme based on dynamic threshold secret sharing algorithm for WMNs","International Conference on Intelligent Computing",0.295793650794,0.297168109668
7EF8B475,"-Interference-aware QoS routing for multi-rate multi-radio multi-channel IEEE 802.11 wireless mesh networks","IEEE Transactions on Wireless Communications",0.645,0.791666666667
7A368D79,"-Beamforming Power Allocation Method of Multiple Nodes with UCA for Increasing SIR","Information not present",0.11974969475,0.130164742665
75705D63,"-A Wireless Mesh Network-Based Platform for ITS","Vehicular Technology Conference",0.260622710623,0.555555555556
5E2AEFBB,"-Properties and topology of the DES-Testbed","Information not present",0.0572152640961,0.0666666666667
752B9F42,"-Loner links aware routing and scheduling in Wireless Mesh Networks","Information not present",0.653571428571,0.577777777778
7E5264BE,"-A Joint cross layer routing and resource allocation algorithm for multi-radio wireless mesh networks","Electro/Information Technology",0.653571428571,0.44935966811
7F606222,"-Adding Capacity Points to a Wireless Mesh Network Using Local Search","International Conference on Computer Communications",0.653571428571,0.519841269841
7FB78868,"-Weighted fairness for flows in wireless mesh networks","Information not present",0.467857142857,0.55
0917BB32,"-Strong Motion Networks - Rapid Response and Early Warning Applications in Istanbul","Information not present",0.291178266178,0.252380952381
784485EA,"-Reducing packet loss bursts in a wireless mesh network for stochastic bounds on estimation error","Conference on Decision and Control",0.653571428571,0.41310325477
809B9102,"-Group key agreement for wireless mesh networks","Local Computer Networks",0.653571428571,0.78125
8107340F,"-생체모방 알고리즘을 이용한 OFDMA 무선 메쉬 통신시스템의 분산 시간 동기화 기법 연구","Information not present",0,0
0349D769,"-A Pragmatic Approach for QoS in Wireless Mesh Networks","Information not present",0.653571428571,0.770833333333
7F7B5E78,"-An Information Value Driven Architecture for Urban Video Surveillance in Data and Attention Bandwidth Constrained Environments","Advanced Video and Signal Based Surveillance",0.315793650794,0.20487012987
7EAE15C8,"-Towards Guaranteed QoS in Mesh Networks: EmulatingWiMAX Mesh over WiFi Hardware","International Conference on Distributed Computing Systems",0.471753246753,0.473571428571
7EE64E7C,"-Topology Control for Throughput Optimization in Wireless Mesh Networks","Mobile Ad-hoc and Sensor Networks",0.643181818182,0.641666666667
81524443,"-Wireless Mesh Networks performance assessment for confined Areas deployment","Information not present",0.283585858586,0.256018518519
7F52DB6B,"-Sticky CSMA/CA: Implicit synchronization and real-time QoS in mesh networks","Ad Hoc Networks",0.290079365079,0.571428571429
78B14713,"-A survey of NETLMM in all-IP-based wireless networks","International Conference on Mobile Technology, Applications, and Systems",0.465404040404,0.694444444444
781CFB6D,"-Load-aware multicast routing metrics in multi-radio multi-channel wireless mesh networks","Computer Networks",0.645,0.648717948718
7D4FA28D,"-RADAR: A ReputAtion-Based Scheme for Detecting Anomalous Nodes in WiReless Mesh Networks","Wireless Communications and Networking Conference",0.653571428571,0.569318181818
7A26941A,"-M 2 iRi 2 : Multi-power, multi-interface routing protocol for intra/inter-flow interference considerations in wireless mesh networks","International Conference on Communications",0.643181818182,0.54708994709
7F981A11,"-Mesh networks: commodity multihop ad hoc networks","IEEE Communications Magazine",0.293975468975,0.566964285714
5FC8F054,"-Physical Model Based Interference Classification and Analysis","Information not present",0.0951846193023,0.137316017316
7ABCBAC8,"-GREAT-CEO : larGe scale distRibuted dEcision mAking Techniques for Wireless Chief Executive Officer Problems","Ieice Transactions",0.132857142857,0.151388888889
7B9BA456,"-A Multiple-State Based Power Control for Multi-Radio Multi-Channel Wireless Mesh Networks","Information not present",0.653571428571,0.600198412698
7BD23CB5,"-A Hierarchical Hybrid Routing Protocol for Wireless Mesh Network","Journal of Convergence Information Technology",0.653571428571,0.655555555556
7EEED3CD,"-Evaluation of genetic algorithms for mesh router nodes placement in wireless mesh networks","Journal of Ambient Intelligence and Humanized Computing",0.653571428571,0.492810760668
8036291F,"-Characterization of a Wireless MESH Network for Voice, Data and Video","Information not present",0.643181818182,0.575661375661
7B2FD7C5,"-A Localization Framework for wireless mesh networks - Anchor-Free Distributed Localization in the DES-Testbed","Information not present",0.653571428571,0.548484848485
7E9F447F,"-On Admission of VoIP Calls Over Wireless Mesh Network","International Conference on Communications",0.647222222222,0.658181818182
7D713ED2,"-On optimal route construction in wireless mesh networks","Personal, Indoor and Mobile Radio Communications",0.653571428571,0.638181818182
7654C3BD,"-Channel assignment in multi-radio wireless mesh networks : A graph-theoretic approach","Communication Systems and Networks",0.465404040404,0.543560606061
7CFCD933,"-Game Theoretic Packet Scheduling to Combat Non-Cooperativeness in Wireless Mesh Networks","International Conference on Distributed Computing Systems",0.467857142857,0.53
7F237867,"-Optimization Problems and Resolution Methods for Node Placement in Wireless Mesh Networks","Network-Based Information Systems",0.643181818182,0.496598639456
7F1DADA7,"-Performance Analysis of the IEEE 802.11s Common Channel Framework","Information not present",0.0951846193023,0.0939393939394
799EF99C,"-A multicast Wireless Mesh Network (WMN) network routing algorithm with ant colony optimization","Information not present",0.645,0.563446969697
7E171D7B,"-The Effect of Inter-Link Dependencies on the Connectivity of Wireless Mesh Networks","Wireless Communications and Networking Conference",0.643181818182,0.566137566138
5B792158,"-A new routing metric for wireless mesh networks","Information not present",0.653571428571,0.791666666667
5C9E5746,"-Fault-Tolerant Topology Control Based on Artificial Immune Theory in WMNs","Network and System Security",0.113975468975,0.145404040404
787B6285,"-North Atlantic Inflight Internet Connectivity via Airborne Mesh Networking","Vehicular Technology Conference",0.304365079365,0.355158730159
7E914820,"-RAGHC: Reliable authenticated group head communication for wireless mesh networks","Information not present",0.661904761905,0.522907647908
7985D453,"-A Dynamic Stream Merging Technique for Video-on-Demand Services over Wireless Mesh Access Networks","Sensor, Mesh and Ad Hoc Communications and Networks",0.29246031746,0.243712768713
7FFA02AC,"-A Proposal of Fixed Backoff-time Switching Method by Link Activation Rate for Wireless Mesh Networks","Information not present",0.647222222222,0.432980599647
7D178637,"-Cross-Layer Transmission Scheme with QoS Considerations for Wireless Mesh Networks","International Conference on Wireless Communications and Mobile Computing",0.643181818182,0.548484848485
77DEC2E5,"-Combining multi-path forwarding and packet aggregation for improved network performance in wireless mesh networks","Computer Networks",0.472527472527,0.521717171717
