Paper ID,Title,Sim1,Sim2
7F42F6A2,"A new class of upper bounds on the log partition function",0.157407407407,0.0905982905983
7EB97528,"Correctness of Belief Propagation in Gaussian Graphical Models of Arbitrary Topology",0.157407407407,0.0809451985923
786633EB,"Hyper Markov Laws in the Statistical Analysis of Decomposable Graphical Models",0.157407407407,0.0854700854701
763B9EFE,"STENO:an expert system for medical diagnosis based on graphical models and model search",0.143939393939,0.117549117549
5ED229FC,"Probability Density Decomposition for Conditionally Dependent Random Variables Modeled by Vines",0.166666666667,0.100081699346
7EFFDEE3,"Norm-Product Belief Propagation: Primal-Dual Message-Passing for Approximate Inference",0.15,0.0846153846154
8114FC17,"Joint latent topic models for text and citations",0.483333333333,0.347008547009
76CF0C13,"Learning Articulated Structure and Motion",0.178571428571,0.186507936508
80379CA8,"Model Selection Through Sparse Maximum Likelihood Estimation for Multivariate Gaussian or Binary Data",0.157407407407,0.0957886557887
7E7FFD4B,"On graphical modeling of preference and importance",0.143939393939,0.0883838383838
5A0EE170,"Variational Bayes learning of multiscale graphical models",0.134615384615,0.162393162393
5F7BB055,"Finding Deformable Shapes Using Loopy Belief Propagation",0.233333333333,0.222051282051
7F1C3888,"Sparse inverse covariance estimation with the graphical lasso",0.157407407407,0.0873015873016
7CEED575,"Identification of Causal Effect with the Non-Compliance and Its EM Algorithm",0.143939393939,0.0855186480186
801A0D49,"Variational algorithms for marginal MAP",0.134615384615,0.0741758241758
7ED9B1B6,"Normal Factor Graphs",0.178571428571,0.10989010989
7F6C724D,"Factor graphs and the sum-product algorithm",0.136904761905,0.0989010989011
7E0F0E4A,"Embedded trees: estimation of Gaussian Processes on graphs with cycles",0.178571428571,0.112340668591
75D2B6E3,"Lifted Graphical Models: A Survey",0.134615384615,0.132783882784
7EF53785,"An Introduction to Conditional Random Fields",0.130952380952,0.0714285714286
8029BB7A,"Graphical models for machine learning and digital communication",0.15,0.0848151848152
7E61D239,"Graphical Models, Exponential Families, and Variational Inference",0.143939393939,0.0815850815851
5B1448C1,"Factorial Hidden Markov Models",0.134615384615,0.0769230769231
804CC9CA,"Graph Laplace for Occluded Face Completion and Recognition",0.178571428571,0.0918081918082
80D20076,"Lagrangian Relaxation for MAP Estimation in Graphical Models",0.15,0.0892773892774
7CA63E85,"Undernutrition in Benin -- an analysis based on graphical models.",0.134615384615,0.137419871795
77B80498,"Bayesian learning of graphical vector autoregressions with unequal lag-lengths",0.143939393939,0.0811688311688
77E864FA,"Conditional independence models for seemingly unrelated regressions with incomplete data",0.157407407407,0.0928418803419
07D6437E,"Towards the Acquisition and Representation of a Broad-Coverage Lexicon",0.115740740741,0.100673400673
7CC20AA0,"A model-based design framework to achieve end-to-end QoS management",0.143939393939,0.123688811189
797F1FB0,"Correction: Graphical Models for Associations Between Variables, Some of which are Qualitative and Some Quantitative",0.15,0.136336996337
7ED9E3E7,"High-dimensional Ising model selection using ℓ1-regularized logistic regression",0.227272727273,0.187791375291
7F4F71A0,"Log-determinant relaxation for approximate inference in discrete Markov random fields",0.143939393939,0.079045954046
7FF9B70B,"Learning Factor Graphs in Polynomial Time and Sample Complexity",0.178571428571,0.141007141007
78739CC6,"Modeling annotated data",0.121693121693,0.148148148148
7FCDF86F,"Accelerating Newton Optimization for Log-Linear Models through Feature Redundancy",0.115740740741,0.0958485958486
7CEF18CC,"Graphical Models and Automatic Speech Recognition",0.143939393939,0.0862470862471
