Paper ID,Title,Sim1,Sim2
7EF622BF,"Secret Distribution for Secure Fingerprint Verification",0.294037444037,0.422619047619
76A7BF01,"Tool-to-tool optical proximity effect matching",0.13074980575,0.144444444444
7A363654,"A model for secure information storage and retrieval on cloud using multimodal biometric cryptosystem",0.306216931217,0.300518925519
81B0C56A,"Online Detection of Spoof Fingers for Smartphone-Based Applications",0.154360916861,0.133974358974
74F3A35C,"Biometric Liveness Detection: Challenges and Research Opportunities",0.11745014245,0.125694444444
7D2FA844,"Fingerprint identification system by optical joint transform correlator",0.293253968254,0.333441558442
78AA6EED,"Infrared glass fibers for evanescent wave spectroscopy",0.143392255892,0.1125
797C4C16,"HANDBOOK OF FINGERPRINT RECOGNITION, by Davide Maltoni, Dario Maio, Anil K. Jain and Salil Probhakar, Springer, New York, 2003, hardback, xii + 348 pp., with DVD-ROM, ISBN 0-387-95431-7 (£46.00)",0.283080808081,0.215534465534
605D70AE,"Fingerprint fuzzy vault using hadamard transformation",0.293392255892,0.389583333333
7C9EEE43,"Solution for high-order distortion on extreme illumination condition using computational prediction method",0.295244107744,0.270238095238
75D2C30D,"Management Strategies of Network Users Oriented to the Whole World",0.161044973545,0.136970899471
80FA9D00,"Tuned degree-k zerotree wavelet coding with virtual nodes",0.135968660969,0.147222222222
7DB85078,"Development of Digital Environment IdentiTY (DEITY) System for Online Access",0.160185185185,0.123148148148
78692F60,"Forensic Applications Of The Copper Vapor Laser: First Year Experience, Research And Development",0.168915343915,0.129426922284
76F468E9,"Digital Fingerprinting on Executable File for Tracking Illegal Uproaders",0.181349206349,0.25
0C027321,"An Automatic Offline Signature and Forgery Detection System",0.14154040404,0.100480769231
79321154,"Performance efficiency in plagiarism indication detection system using indexing method with data structure 2–3 tree",0.335648148148,0.224565018315
7799A745,"Fingerprint-based mutual authentication RFID protocol",0.130154567655,0.125
757FA1C3,"Surface enhanced vibrational spectroscopy for the detection of explosives",0.147558922559,0.118975468975
5C6AD1D3,"Multimodal Biometric Authentication System - MBAS",0.0978794353794,0.108333333333
85CE9902,"Improved Authentication scheme using password enabled Persuasive Cued Click Points",0.167923280423,0.192857142857
790249B7,"Biometric recognition in telecom environment",0.10021043771,0.100673400673
77343662,"Colluding Fingerprinted Video using the Gradient Attack",0.164225589226,0.204166666667
7A12273D,"Automatic face recognition via wavelets and mathematical morphology",0.135185185185,0.0944444444444
7DFF1C83,"Client based wireless LAN indoor positioning",0.235583860584,0.288951048951
7710DE0E,"An efficient DCT based fingerprinting scheme for thwarting collusion attacks",0.268590668591,0.338571428571
817A10E5,"A Palmprint Recognition System using Correlation Filters",0.143392255892,0.149848484848
73C468A3,"A high-speed pixel-parallel fingerprint identifier for fingerprint identification system on a single chip",0.293253968254,0.412770562771
7B4633CD,"A biometric crypto-system for authentication",0.0931175306175,0.125
7866DF63,"Fingerprints as Spatial Graphs: Nodes and Edges",0.291077441077,0.347222222222
7BDFEDA2,"A novel fingerprint matching scheme combining graphical model and thin plate spline model",0.436447811448,0.474702380952
77C2069B,"A comparative study of intrinsic versus bulk polarized fluorescence in cervical tissues",0.135461760462,0.126699770817
7E46116E,"Error Performance and Throughput Evaluation of a Multi-Gbps Millimeter-Wave WPAN System in Multipath Environment in the Presence of Adjacent and Co-Channel Interference",0.152188552189,0.123412698413
7FAFF699,"Skeletonization of binary images with nonuniform width via block decomposition and contour vector matching",0.175661375661,0.149651142508
772352C2,"Spectrometric microbiological analyzer",0.112680905696,0.0833333333333
7B4F852A,"A wearable, ambient sound-based approach for infrastructureless fuzzy proximity estimation",0.134788359788,0.112433862434
846E6C91,"Chemical and explosives point detection through opaque containers using spatially offset Raman spectroscopy (SORS)",0.158333333333,0.15612244898
811194AB,"Functioning of open systems of the organism at activity of environmental factors",0.185648148148,0.151111111111
6898869C,"New operators for optimized orientation estimation",0.150783475783,0.140740740741
80442674,"Wide area power grid health state diagnosis and early warning system based on fault power flow fingerprint identification and MAS technology",0.428114478114,0.245829263329
